stock_code,country,revenue,quantity,transactions
22563,United Kingdom,5971.98,5081,546
20682,United Kingdom,5971.78,1727,463
23311,United Kingdom,5968.0,2186,321
22578,United Kingdom,5964.85,12161,773
21591,United Kingdom,5949.33,3935,396
22085,United Kingdom,5944.92,2177,216
84968C,United Kingdom,5940.54,490,176
21730,United Kingdom,5937.29,1205,324
22063,United Kingdom,5934.74,2147,350
22430,United Kingdom,5924.59,1218,336
22772,United Kingdom,5920.11,4362,320
22221,United Kingdom,5896.56,817,127
22826,United Kingdom,5870.0,54,38
23169,United Kingdom,5869.94,1358,295
84997C,Spain,5867.87,1661,8
22751,United Kingdom,5855.41,1508,451
22592,United Kingdom,5853.0,1410,296
22431,United Kingdom,5843.23,2882,561
22142,United Kingdom,5835.69,3804,528
22364,United Kingdom,5835.0,1799,333
22938,United Kingdom,5832.7,3122,257
37448,United Kingdom,5796.42,3834,516
21500,United Kingdom,5781.0,14350,442
21407,United Kingdom,5772.59,1260,453
21244,United Kingdom,5751.11,3481,364
23204,United Kingdom,5747.09,5415,498
22991,United Kingdom,5739.94,2842,247
21746,United Kingdom,5727.81,4482,436
85038,United Kingdom,5718.64,2735,401
22567,United Kingdom,5699.55,4527,461
21313,United Kingdom,5691.47,6565,422
84520B,United Kingdom,5674.94,6577,707
20712,Netherlands,5657.5,3330,23
22196,United Kingdom,5648.8,5933,1007
21238,United Kingdom,5645.56,6344,744
22241,United Kingdom,5644.92,4175,469
85123A,EIRE,5631.45,2095,87
22115,United Kingdom,5629.38,2837,504
22989,United Kingdom,5628.02,1666,314
85062,United Kingdom,5624.55,3359,353
21201,United Kingdom,5598.52,2312,232
82599,United Kingdom,5591.02,2530,532
21703,United Kingdom,5568.01,14382,558
48197,United Kingdom,5558.38,848,212
23485,United Kingdom,5552.52,249,76
21166,EIRE,5542.64,3098,47
22156,United Kingdom,5540.75,6132,613
22332,United Kingdom,5525.45,3520,348
72802C,United Kingdom,5524.78,1850,275
21499,United Kingdom,5520.34,13777,414
21989,United Kingdom,5515.62,7002,589
23531,United Kingdom,5496.56,970,111
47559B,United Kingdom,5487.04,4431,668
85061W,United Kingdom,5451.41,6304,495
23113,United Kingdom,5446.85,1063,42
22971,United Kingdom,5444.74,2266,258
21528,United Kingdom,5418.87,857,253
21667,United Kingdom,5418.55,308,150
23135,United Kingdom,5416.18,1541,45
22441,United Kingdom,5414.61,2490,479
40016,United Kingdom,5402.54,15214,242
79029,United Kingdom,5395.82,2904,353
72756,United Kingdom,5392.43,3967,126
84832,United Kingdom,5386.13,5818,613
21381,United Kingdom,5385.67,3013,529
22801,United Kingdom,5377.25,1311,312
23247,United Kingdom,5374.97,1742,280
21069,United Kingdom,5374.43,5068,288
22119,United Kingdom,5369.17,854,356
22361,United Kingdom,5365.27,1592,484
84971S,United Kingdom,5361.97,6324,467
22737,United Kingdom,5343.92,2920,506
23312,United Kingdom,5327.7,1260,211
22631,United Kingdom,5307.66,2390,527
23238,United Kingdom,5302.41,1217,242
22763,United Kingdom,5289.27,645,135
21363,United Kingdom,5282.28,975,418
85132C,United Kingdom,5275.89,1855,289
22504,United Kingdom,5271.83,246,76
21592,United Kingdom,5264.65,4737,486
22775,United Kingdom,5258.81,3685,298
10002,United Kingdom,5256.35,6593,327
22060,United Kingdom,5255.51,679,152
85063,United Kingdom,5252.29,297,176
21900,United Kingdom,5246.17,7772,863
37500,United Kingdom,5244.13,650,230
22476,United Kingdom,5243.07,1321,274
23133,United Kingdom,5240.7,744,147
22222,United Kingdom,5239.99,1262,379
21112,United Kingdom,5226.4,2072,188
21832,United Kingdom,5219.09,2945,457
22029,United Kingdom,5216.75,12158,941
22626,United Kingdom,5215.86,592,299
22687,United Kingdom,5211.97,817,133
22618,United Kingdom,5211.3,531,203
22998,United Kingdom,5210.74,12242,537
84937,United Kingdom,5195.04,2447,118
37446,United Kingdom,5189.48,3593,412
22854,United Kingdom,5183.19,1065,234
84509A,United Kingdom,5179.74,1311,380
22278,United Kingdom,5164.96,827,368
84950,United Kingdom,5164.85,7763,276
23118,United Kingdom,5145.48,680,227
22979,United Kingdom,5142.87,3179,344
21078,United Kingdom,5129.63,5810,710
21071,United Kingdom,5127.7,4375,504
23172,United Kingdom,5104.51,3063,267
22148,United Kingdom,5094.44,2434,283
23132,United Kingdom,5090.7,1010,150
22746,United Kingdom,5076.02,2080,539
22158,Netherlands,5071.2,1936,12
22030,United Kingdom,5071.12,12423,679
21181,EIRE,5068.8,2688,40
22564,United Kingdom,5052.65,4435,346
84968A,United Kingdom,5051.28,409,179
22412,United Kingdom,5050.56,2354,412
22660,United Kingdom,5022.72,766,188
22378,United Kingdom,5018.42,2542,473
22691,United Kingdom,5015.97,735,211
21563,United Kingdom,5015.49,2032,331
22186,United Kingdom,5012.16,1824,342
22841,United Kingdom,5009.83,633,286
21587,United Kingdom,4988.25,2007,278
23526,United Kingdom,4987.0,820,140
85132A,United Kingdom,4979.73,1278,246
22168,United Kingdom,4974.43,600,291
21584,United Kingdom,4973.1,3046,373
22131,United Kingdom,4968.99,2291,666
22377,United Kingdom,4968.18,2573,399
21700,United Kingdom,4950.56,3764,433
22117,United Kingdom,4949.74,1668,218
22489,United Kingdom,4948.92,11145,706
22602,United Kingdom,4948.42,5776,533
22078,United Kingdom,4945.66,2199,443
21737,United Kingdom,4925.61,259,147
22432,United Kingdom,4904.66,2532,434
23556,United Kingdom,4899.51,433,54
21495,United Kingdom,4898.8,11940,360
22895,United Kingdom,4887.07,1533,343
35961,Netherlands,4868.77,6697,27
21713,United Kingdom,4868.26,2559,402
22800,United Kingdom,4864.62,1195,285
POST,Portugal,4855.6,184,57
22045,United Kingdom,4844.64,11692,402
22849,United Kingdom,4837.68,306,137
22610,United Kingdom,4821.72,11641,271
23229,United Kingdom,4820.1,1326,219
21491,United Kingdom,4808.86,2577,240
23263,United Kingdom,4803.6,3572,467
46000S,United Kingdom,4795.15,3307,360
23554,United Kingdom,4793.03,421,58
21240,United Kingdom,4791.03,5411,650
23555,United Kingdom,4780.57,421,53
22353,United Kingdom,4776.74,1678,420
22907,United Kingdom,4770.27,5397,760
22080,United Kingdom,4767.23,2781,471
22898,United Kingdom,4751.73,2133,415
23126,United Kingdom,4744.34,935,274
22075,United Kingdom,4735.73,3131,367
84270,United Kingdom,4733.37,22503,465
23503,United Kingdom,4726.8,3536,336
20978,United Kingdom,4715.97,3499,556
21239,United Kingdom,4706.86,5191,649
23558,United Kingdom,4703.87,415,54
23570,United Kingdom,4696.87,2584,276
20983,United Kingdom,4689.63,5363,612
22435,United Kingdom,4687.84,3671,504
23052,United Kingdom,4687.09,501,234
21993,United Kingdom,4685.89,2494,578
21534,United Kingdom,4684.76,920,353
84796B,United Kingdom,4664.39,572,175
22107,United Kingdom,4661.53,1168,381
22426,United Kingdom,4661.44,1191,355
22732,United Kingdom,4660.51,3477,342
47568,United Kingdom,4659.62,2230,392
21523,EIRE,4657.8,704,49
22443,United Kingdom,4655.3,580,260
22328,Germany,4644.55,1633,139
22218,United Kingdom,4629.66,1056,228
23397,United Kingdom,4623.45,437,202
35961,United Kingdom,4621.91,4657,627
21864,United Kingdom,4614.38,1928,426
21903,United Kingdom,4611.59,2210,407
21731,France,4605.15,2791,136
47502,United Kingdom,4598.0,419,71
22200,United Kingdom,4581.61,1001,313
22329,United Kingdom,4578.0,2627,523
20751,United Kingdom,4574.4,2133,499
21811,United Kingdom,4567.44,6156,417
21916,United Kingdom,4567.13,10562,723
84997b,United Kingdom,4534.32,539,90
16161P,United Kingdom,4533.4,10898,388
23351,United Kingdom,4526.9,3256,339
22070,United Kingdom,4511.51,1505,296
23307,United Kingdom,4510.49,8381,570
22896,United Kingdom,4504.72,1758,352
22571,United Kingdom,4501.66,4966,487
22688,United Kingdom,4497.07,828,85
22848,United Kingdom,4495.9,275,123
20685,EIRE,4490.42,696,27
21918,United Kingdom,4485.66,10694,744
85184C,United Kingdom,4482.16,2102,336
23177,United Kingdom,4479.54,2021,250
23192,United Kingdom,4471.89,2445,306
21328,United Kingdom,4461.58,2308,664
22653,United Kingdom,4456.04,2370,378
21896,United Kingdom,4442.51,2124,284
84406B,Netherlands,4437.0,1436,20
84968B,United Kingdom,4436.86,327,122
23205,United Kingdom,4427.68,4115,432
20963,United Kingdom,4421.37,3233,512
21012,United Kingdom,4419.2,2347,310
23583,United Kingdom,4417.58,2670,314
20961,United Kingdom,4416.57,3296,519
22442,United Kingdom,4416.42,804,163
15044B,United Kingdom,4408.14,1589,180
22433,United Kingdom,4407.51,2353,392
21068,United Kingdom,4407.25,4248,389
21988,United Kingdom,4407.1,5993,346
21207,United Kingdom,4396.49,2842,240
21561,United Kingdom,4395.97,1690,455
21506,United Kingdom,4394.9,10558,644
82581,United Kingdom,4380.95,7905,918
22593,United Kingdom,4368.52,4804,403
22131,Netherlands,4358.7,2634,25
22574,United Kingdom,4356.57,4682,409
72807B,United Kingdom,4354.59,985,224
22926,United Kingdom,4352.52,711,236
22291,United Kingdom,4350.58,3150,272
23530,United Kingdom,4347.17,1038,84
20973,United Kingdom,4346.87,5914,650
79341,United Kingdom,4342.69,713,79
22227,United Kingdom,4340.66,6003,675
21718,United Kingdom,4340.07,3239,450
21878,United Kingdom,4339.59,5264,410
22505,Netherlands,4335.45,1015,26
84031A,United Kingdom,4330.32,1037,315
22838,EIRE,4325.35,337,12
23404,United Kingdom,4324.16,963,161
21109,United Kingdom,4310.35,1129,225
21544,United Kingdom,4305.49,5079,477
15044D,United Kingdom,4303.01,1508,218
21143,United Kingdom,4292.78,2135,205
21986,United Kingdom,4291.32,11759,449
21872,United Kingdom,4288.96,4296,317
22551,Netherlands,4279.35,2931,27
22604,United Kingdom,4278.12,1711,244
10135,United Kingdom,4267.9,3903,329
23293,United Kingdom,4241.76,4889,482
23154,United Kingdom,4241.44,1878,220
72807A,United Kingdom,4236.43,913,223
37495,United Kingdom,4231.55,1129,276
15039,United Kingdom,4224.88,4958,302
M,Portugal,4223.94,8,7
21810,United Kingdom,4222.03,6597,371
21559,Netherlands,4221.75,2005,25
21471,United Kingdom,4200.28,1157,295
21169,EIRE,4181.52,2856,25
22199,United Kingdom,4169.46,930,355
23168,United Kingdom,4162.48,2968,320
22335,United Kingdom,4160.86,5962,524
22611,United Kingdom,4160.7,870,192
23165,United Kingdom,4157.81,2457,266
23286,United Kingdom,4151.81,4303,182
23256,United Kingdom,4141.57,967,271
22374,United Kingdom,4135.57,816,396
POST,Finland,4131.0,107,45
35832,United Kingdom,4126.3,1328,169
23089,United Kingdom,4125.03,2301,224
22554,Netherlands,4120.95,2835,25
21967,United Kingdom,4118.63,14705,481
20966,United Kingdom,4101.93,2832,435
21901,United Kingdom,4092.56,6198,726
23162,United Kingdom,4088.26,1107,156
21743,United Kingdom,4085.67,1405,198
POST,Netherlands,4083.0,250,100
22318,United Kingdom,4082.81,1268,360
22583,United Kingdom,4078.35,1524,339
21706,United Kingdom,4077.61,1122,222
23234,United Kingdom,4073.66,1334,264
22743,United Kingdom,4062.63,1313,350
22672,United Kingdom,4061.35,2402,367
23310,United Kingdom,4057.68,9710,228
20982,United Kingdom,4055.95,4630,585
22582,United Kingdom,4052.11,1576,280
22548,United Kingdom,4047.96,3215,437
22125,United Kingdom,4041.49,645,190
22573,United Kingdom,4039.19,4401,399
72349B,United Kingdom,4037.4,1983,295
22760,United Kingdom,4036.16,311,111
21064,United Kingdom,4031.34,782,163
23285,United Kingdom,4017.4,4110,156
22661,United Kingdom,4016.55,4759,542
23184,United Kingdom,4014.35,705,250
23288,United Kingdom,4009.34,4084,158
21899,United Kingdom,4007.65,6076,646
21034,United Kingdom,4006.15,4217,2169
85178,United Kingdom,4004.32,3396,302
21990,United Kingdom,3995.63,2112,498
23486,United Kingdom,3995.62,266,69
85123a,United Kingdom,3992.39,597,101
22299,United Kingdom,3989.63,3553,191
22491,United Kingdom,3986.5,4797,363
22053,United Kingdom,3985.89,4523,86
70006,United Kingdom,3985.42,4290,303
23349,United Kingdom,3982.6,2933,326
22359,United Kingdom,3973.32,1244,205
22639,United Kingdom,3972.59,1630,286
21590,United Kingdom,3968.64,3288,300
22594,United Kingdom,3964.21,4219,398
47580,United Kingdom,3961.31,1514,338
22736,United Kingdom,3952.03,2125,416
22721,United Kingdom,3946.86,855,275
23309,United Kingdom,3932.9,7138,397
22777,United Kingdom,3932.26,463,107
23557,United Kingdom,3930.27,350,32
21812,United Kingdom,3923.52,802,208
23494,United Kingdom,3922.71,555,180
21524,EIRE,3907.13,599,45
22437,United Kingdom,3905.86,4623,389
23167,United Kingdom,3904.94,5078,218
22534,United Kingdom,3892.12,8731,541
22118,United Kingdom,3890.8,804,287
22790,United Kingdom,3884.0,200,1
21474,United Kingdom,3870.3,194,88
22284,United Kingdom,3867.65,2373,302
20967,United Kingdom,3858.83,1016,310
22612,United Kingdom,3858.63,965,107
84968D,United Kingdom,3858.01,338,96
84596B,United Kingdom,3857.71,5903,724
21679,United Kingdom,3853.3,4654,360
22778,United Kingdom,3850.89,977,198
22851,United Kingdom,3847.82,4724,528
37447,United Kingdom,3844.33,2402,335
22304,United Kingdom,3841.38,1984,157
85040B,United Kingdom,3838.65,2464,265
21556,United Kingdom,3835.35,1436,281
21192,United Kingdom,3835.09,2093,241
48129,EIRE,3835.02,592,39
21846,United Kingdom,3832.85,1592,271
21911,United Kingdom,3828.64,2389,341
23275,United Kingdom,3827.36,3100,321
22509,United Kingdom,3823.46,285,156
79320,United Kingdom,3816.78,788,137
22475,United Kingdom,3815.98,751,260
35924,United Kingdom,3812.24,2035,187
71038,United Kingdom,3811.05,721,148
23012,United Kingdom,3810.46,964,236
22733,United Kingdom,3797.77,2899,339
85053,United Kingdom,3794.22,1757,358
22057,United Kingdom,3792.14,2889,250
22562,United Kingdom,3791.74,3178,388
22425,United Kingdom,3786.95,735,287
84016,United Kingdom,3786.63,992,61
22326,France,3784.75,1309,113
23296,United Kingdom,3784.34,3046,327
22628,United Kingdom,3772.83,721,274
POST,Sweden,3771.0,93,48
51014A,United Kingdom,3766.08,5452,358
84598,United Kingdom,3755.66,17919,214
21349,United Kingdom,3754.58,510,168
22601,United Kingdom,3750.7,4204,391
84969,United Kingdom,3748.38,834,330
84580,United Kingdom,3747.2,975,440
46000M,United Kingdom,3746.35,2417,347
21813,United Kingdom,3744.85,799,193
22461,United Kingdom,3735.28,417,152
21707,United Kingdom,3729.55,913,158
22723,United Kingdom,3727.52,1006,281
23144,United Kingdom,3717.47,4453,258
21067,United Kingdom,3715.72,4666,268
22458,United Kingdom,3711.3,1489,175
22202,United Kingdom,3710.12,906,237
85206A,United Kingdom,3707.36,2160,306
21627,United Kingdom,3706.33,189,115
22166,United Kingdom,3705.49,454,166
21351,United Kingdom,3703.7,1088,178
22731,United Kingdom,3702.43,2727,277
22276,United Kingdom,3691.58,1381,329
21795,United Kingdom,3683.94,437,76
23112,United Kingdom,3680.58,429,214
22788,United Kingdom,3675.41,446,77
84968E,United Kingdom,3671.63,316,92
21609,United Kingdom,3670.1,1310,212
22175,United Kingdom,3666.37,1226,341
21908,EIRE,3663.6,1956,24
20725,Netherlands,3661.5,2510,26
21452,United Kingdom,3654.01,1123,355
22244,United Kingdom,3651.92,1648,354
21100,United Kingdom,3650.88,2448,270
21866,United Kingdom,3649.89,2184,478
72802A,United Kingdom,3648.49,877,185
23340,United Kingdom,3646.48,2236,150
16161U,United Kingdom,3643.92,8976,281
22774,United Kingdom,3643.78,2811,182
85049G,United Kingdom,3643.51,2944,476
22162,United Kingdom,3641.46,1181,272
22600,United Kingdom,3638.39,4115,410
21976,United Kingdom,3635.43,5846,811
23182,United Kingdom,3634.26,3676,440
20785,United Kingdom,3632.4,101,36
23552,United Kingdom,3630.31,1732,115
22451,United Kingdom,3629.14,1064,229
21329,United Kingdom,3627.85,1987,570
72802B,United Kingdom,3619.29,1257,210
22128,United Kingdom,3618.33,2927,167
23542,United Kingdom,3611.76,482,82
22842,United Kingdom,3611.63,541,204
22454,United Kingdom,3610.24,1296,166
22765,United Kingdom,3603.65,322,51
22964,United Kingdom,3603.15,1642,368
23007,United Kingdom,3602.2,229,135
22203,United Kingdom,3594.99,894,343
21447,United Kingdom,3593.89,2576,333
21153,United Kingdom,3591.79,327,121
23236,United Kingdom,3588.28,1212,265
22807,United Kingdom,3581.27,1180,297
18097C,United Kingdom,3577.03,1603,212
23091,United Kingdom,3575.07,567,211
20784,United Kingdom,3570.87,101,37
23198,United Kingdom,3569.95,2253,425
22095,United Kingdom,3562.62,3319,316
23158,United Kingdom,3554.63,1638,222
82494l,United Kingdom,3545.55,424,88
21648,United Kingdom,3545.46,2588,228
23092,United Kingdom,3536.58,495,124
20786,United Kingdom,3533.9,99,32
22744,United Kingdom,3531.56,1244,287
22027,United Kingdom,3525.25,8014,718
21470,United Kingdom,3519.92,921,299
22423,France,3518.1,294,64
23314,United Kingdom,3511.46,270,104
21845,United Kingdom,3510.8,2306,152
85114B,United Kingdom,3510.29,1932,225
22959,United Kingdom,3509.92,8576,263
22478,United Kingdom,3502.19,2492,297
21486,United Kingdom,3500.59,1060,300
23130,United Kingdom,3496.18,834,176
21355,United Kingdom,3495.68,2825,333
22797,United Kingdom,3471.96,196,131
23127,United Kingdom,3471.6,676,183
23085,United Kingdom,3468.83,365,82
21614,United Kingdom,3464.52,1224,181
22579,United Kingdom,3460.55,6359,551
22782,United Kingdom,3458.05,239,79
20726,Netherlands,3457.5,2350,23
22428,United Kingdom,3457.18,468,201
21472,United Kingdom,3456.22,880,273
22483,United Kingdom,3443.67,1129,306
22244,Netherlands,3442.95,2061,22
21364,United Kingdom,3434.72,472,171
84078A,EIRE,3430.1,98,7
85040A,United Kingdom,3426.86,1928,412
22589,United Kingdom,3417.99,1206,244
23480,United Kingdom,3414.94,858,160
84997D,Netherlands,3410.18,950,15
22071,United Kingdom,3408.63,1266,241
21794,United Kingdom,3405.88,686,176
22183,United Kingdom,3404.47,604,217
20886,United Kingdom,3404.25,1698,317
20750,France,3398.7,442,111
23332,United Kingdom,3395.86,1970,292
21537,United Kingdom,3384.59,769,232
21564,United Kingdom,3383.27,1458,274
23569,United Kingdom,3378.46,666,170
84352,United Kingdom,3378.08,197,121
23084,Australia,3375.84,1884,6
23163,United Kingdom,3368.38,1324,185
44230,United Kingdom,3365.72,345,52
23050,United Kingdom,3362.55,385,176
22769,United Kingdom,3356.68,159,43
84813,United Kingdom,3351.75,425,100
23013,United Kingdom,3344.71,833,213
22154,United Kingdom,3339.93,7746,349
21327,United Kingdom,3336.69,1882,514
21191,United Kingdom,3329.36,1382,211
22285,United Kingdom,3328.78,2076,269
22792,United Kingdom,3327.8,3570,274
20674,United Kingdom,3324.8,2590,408
21830,United Kingdom,3320.46,7975,272
84472,United Kingdom,3310.42,85,28
22823,United Kingdom,3310.0,29,16
20977,United Kingdom,3309.31,2364,421
84997B,Netherlands,3299.22,942,12
84879,France,3295.88,2132,32
23426,United Kingdom,3294.15,1223,203
22764,United Kingdom,3286.89,175,23
21577,United Kingdom,3283.87,1329,380
22127,United Kingdom,3280.71,2688,139
20981,United Kingdom,3273.44,3779,462
23497,United Kingdom,3268.32,2284,183
22440,United Kingdom,3262.07,8196,303
22536,United Kingdom,3260.53,8373,376
84997d,United Kingdom,3258.31,390,86
